No,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,cluster,product_name,certainty,anomaly
28730,0.0,3.53,2.35,1.18,0.01524,75.0,80.07,4.71,1,Baby Romaine,1.0,0
28731,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Apple Pommes,1.0,0
28732,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Honeycrisp,1.0,0
28733,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Apples,1.0,0
28734,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,"Apple Country, Apples",1.0,0
28735,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Michigan Apples,1.0,0
28736,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,"Apple Country, Red Rome Apples",1.0,0
28737,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Red Delicious Apples,1.0,0
28738,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Red Delicious Apples,1.0,0
28739,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Eastern Apples,1.0,0
28740,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Jonathan,1.0,0
28741,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Apples,1.0,0
28742,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Eastern Apples,1.0,0
28743,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Ida Red Apples,1.0,0
28744,0.0,14.29,11.04,0.0,0.0,218.0,242.93,14.29,1,Ida Red Apples,1.0,0
28745,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,Paula Red Apples,1.0,0
28746,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Gala Apples,1.0,0
28747,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Apples,1.0,0
28748,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Gala Apple,1.0,0
28749,0.0,14.29,10.39,0.0,0.0,218.0,242.93,14.29,1,"Northland, Organic Apples",1.0,0
28750,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Fuji Apples,1.0,0
28751,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Jonagold,1.0,0
28752,0.0,9.41,5.88,1.18,0.19304,172.0,180.03,10.59,1,Fresh Peeled & Cut Carrot Petites,1.0,0
28753,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Apples,1.0,0
28754,0.0,14.05,10.33,0.41,0.0,226.0,245.82,14.46,1,Apple Golden Delicious,1.0,0
28756,0.3,9.52,2.38,1.19,0.00508,121.0,193.77,11.01,8,Lemons,0.59,0
28758,0.31,13.07,10.23,0.57,0.00508,222.0,243.97,13.95,6,Mandarins,0.99,0
28759,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,Potatoes,1.0,0
28760,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,"Easterday Farms, Russet Potatoes",1.0,0
28761,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,Russet Double Stuffed Baked Potatoes With Swiss Chard And Bacon,1.0,0
28762,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,Idaho Russet Potatoes,1.0,0
28763,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,Russet Potatoes,1.0,0
28765,0.0,10.14,4.73,3.38,0.00762,180.0,229.84,13.52,12,Premium Onions,1.0,0
28766,0.0,14.12,3.53,1.18,0.04572,247.0,260.1,15.3,12,White Pearl Onions,0.99,0
28767,0.0,14.12,3.53,1.18,0.04572,247.0,260.1,15.3,12,Pearl Onions,0.99,0
28768,0.0,14.12,3.53,1.18,0.04572,247.0,260.1,15.3,12,Pearl Onions,0.99,0
28769,0.0,3.53,0.0,1.18,0.29972,75.0,80.07,4.71,1,Celery Stalk,1.0,0
28773,0.0,3.53,2.35,0.0,0.10414,100.0,60.01,3.53,1,Radishes,0.97,0
28774,0.0,17.57,0.68,2.03,0.0,310.0,333.2,19.6,12,Organic Gold Potato,1.0,0
28775,0.0,8.97,6.41,1.28,0.19558,159.0,174.25,10.25,1,Fresh Organic Carrots,1.0,0
28776,0.0,8.97,6.41,1.28,0.19558,159.0,174.25,10.25,1,Fresh Organic Carrots,1.0,0
28777,0.0,8.97,6.41,1.28,0.19558,159.0,174.25,10.25,1,Organic Carrots,1.0,0
28778,0.0,9.41,5.88,1.18,0.19304,172.0,180.03,10.59,1,"Bunny-Luv, Classic Cut And Peeled Baby Carrots",1.0,0
28779,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Rotini",1.0,0
28780,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Quick Cook, Enriched Macaroni Product, Penne Rigate",1.0,0
28781,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Quick Cook, Enriched Macaroni Product, Elbow",1.0,0
28782,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Cavatappi No. 53",1.0,0
28783,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Ziti Rigati No.154,1.0,0
28784,2.68,69.64,3.57,16.07,0.0,1343.0,1561.59,88.39000000000001,2,"Healthy Harvest, Whole Wheat Pasta, Lasagna",0.98,0
28785,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Spaghetti",1.0,0
28786,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Thin Spaghetti No.9",1.0,0
28787,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Vermicelli No.10, Enriched Macaroni Product",1.0,0
28788,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Capellini,1.0,0
28789,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Linguine No.19, Enriched Macaroni Product",1.0,0
28790,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Angel Hair No. 12, Enriched Macaroni Product",1.0,0
28791,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Rigatoni No. 23",1.0,0
28792,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Small Rigatoni Pasta,1.0,0
28793,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Rotelle No. 25",1.0,0
28794,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Ziti No. 28,1.0,0
28795,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Elbow Macaroni",1.0,0
28796,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Ditalini",1.0,0
28797,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Orzo",1.0,0
28798,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Acini Di Pepe",1.0,0
28799,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Large Shells Pasta,1.0,0
28800,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Medium Shells No.51, Enriched Macaroni Product",1.0,0
28801,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Farfalle No. 71,1.0,0
28802,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Penne Rigate",1.0,0
28803,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Small Shells",1.0,0
28804,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,Mostaccioli Rigati No.75,1.0,0
28805,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Rotini No. 76, Enriched Macaroni Product",1.0,0
28806,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Trio Italiano No.77, Enriched Macaroni Product",1.0,0
28807,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Mafalda",1.0,0
28808,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Lasagna No.79",1.0,0
28809,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Fettuccine No. 98",1.0,0
28810,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Spaghetti No.8",1.0,0
28811,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Thin Spaghetti No.9",1.0,0
28812,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Elbow Macaroni",1.0,0
28813,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Manicotti",1.0,0
28814,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Macaroni Dumplings, Enriched Macaroni Product",1.0,0
28815,1.79,75.0,1.79,12.5,0.0,1494.0,1557.31,89.29,10,"Enriched Macaroni Product, Pastina",1.0,0
28816,4.46,67.86,3.57,14.29,0.02286,1569.0,1570.49,86.60999999999999,10,"Egg Fettuccine No.99, Enriched Egg Noodle Product",0.99,0
28817,4.46,67.86,3.57,14.29,0.02286,1569.0,1570.49,86.60999999999999,10,"Light 'N Fluffy, Enriched Egg Noodles, Extra Wide",0.99,0
28818,4.46,67.86,3.57,14.29,0.02286,1569.0,1570.49,86.60999999999999,10,"Light 'N Fluffy, Enriched Egg Noodles, Medium",0.99,0
28819,4.46,67.86,3.57,14.29,0.02286,1569.0,1570.49,86.60999999999999,10,"Light 'N Fluffy, Enriched Egg Noodles, Wide",0.99,0
28820,4.46,67.86,3.57,14.29,0.02286,1569.0,1570.49,86.60999999999999,10,"Enriched Egg Noodles, Pot Pie Squares",0.99,0
28821,4.46,67.86,3.57,14.29,0.02286,1569.0,1570.49,86.60999999999999,10,"Pot Pie Bows No. 87, Enriched Egg Noodles",0.99,0
28822,2.68,69.64,3.57,16.07,0.0,1343.0,1561.59,88.39000000000001,2,"Healthy Harvest, Whole Wheat Pasta, Spaghetti",0.98,0
28823,2.68,69.64,3.57,16.07,0.0,1343.0,1561.59,88.39000000000001,2,"Healthy Harvest, Whole Wheat Pasta, Thin Spaghetti",0.98,0
28824,2.68,69.64,3.57,16.07,0.0,1343.0,1561.59,88.39000000000001,2,"Healthy Harvest, Whole Wheat Pasta, Linguine",0.98,0
28825,2.68,69.64,3.57,16.07,0.0,1343.0,1561.59,88.39000000000001,2,"Healthy Harvest, Whole Wheat Pasta, Penne Rigate",0.98,0
28826,2.68,71.43,3.57,14.29,0.02286,1343.0,1561.7600000000002,88.4,2,"Healthy Harvest, Thin Spaghetti",0.96,0
28827,2.68,69.64,3.57,16.07,0.0,1343.0,1561.59,88.39000000000001,2,"Healthy Harvest, Whole Wheat Pasta, Rotini",0.98,0
28828,2.68,71.43,3.57,14.29,0.02286,1343.0,1561.7600000000002,88.4,2,"Healthy Harvest, Whole Wheat Pasta & Ancient Grains",0.96,0
28829,1.79,73.21,3.57,12.5,0.04572,1494.0,1526.88,87.5,10,"Enriched Tomato And Spinach Macaroni Product, Tricolor Rotini No.72",1.0,0
28830,1.79,73.21,3.57,12.5,0.04572,1494.0,1526.88,87.5,10,"Enriched Tomato And Spinach Macaroni Product, Tricolor Penne No.54",1.0,0
28831,1.79,67.86,1.79,16.07,0.04572,1494.0,1496.62,85.72,10,"Enriched Macaroni Product, Oven Ready Penne No. 176",0.98,0
28832,7.46,44.78,29.85,22.39,15.3543,1406.0,1432.83,74.63,13,Instant Miso Soup,1.0,1
28834,28.57,0.0,0.0,21.43,1.63322,1494.0,1478.54,50.0,8,"Reny Picot, Brie Cheese",1.0,0
28835,28.57,0.0,0.0,21.43,1.63322,1494.0,1478.54,50.0,8,Brie Soft Ripened Cheese,1.0,0
28836,42.86,3.57,0.0,17.86,1.49606,1900.0,2035.85,64.28999999999999,8,"Old Europe Cheese, Reny Picot Soft-Ripened Triple Cream Layered Brie Cheese, Peppercorns",1.0,0
28837,42.86,3.57,0.0,17.86,1.49606,1900.0,2035.85,64.28999999999999,8,"Reny Picot, Triple Cream Layered Brie Soft-Ripened Cheese",1.0,0
28838,28.57,3.57,0.0,17.86,1.54178,1494.0,1478.54,50.0,8,"Reny Picot, Camembert Soft Ripened Cheese",1.0,0
28839,28.57,3.57,0.0,17.86,1.54178,1494.0,1478.54,50.0,8,Charmant Brie,1.0,0
28840,28.57,3.57,0.0,17.86,1.54178,1494.0,1478.54,50.0,8,Camembert Traditionnel,1.0,0
28841,28.57,3.57,3.57,25.0,2.07772,1494.0,1599.92,57.14,8,"Reny Picot, Gouda Cheese",1.0,0
28842,28.57,0.0,0.0,25.0,2.44856,1494.0,1539.23,53.57,8,Edam Semi-Soft Cheese,1.0,0
28843,25.0,21.43,10.71,17.86,1.63322,1494.0,1642.9299999999996,64.28999999999999,9,"Reny Picot, Baked Brie In Pastry",0.96,1
28844,25.0,21.43,10.71,14.29,1.36144,1494.0,1582.24,60.72,9,"Baked Brie Pastry With Blueberries, Almonds, & Vanilla",0.88,1
28845,25.0,0.0,0.0,23.21,3.4467800000000004,1343.0,1369.57,48.21,8,Sweet Italian Premium Sausage,1.0,0
28846,25.0,0.0,0.0,23.21,3.12928,1343.0,1369.57,48.21,8,Nature's Traditions Breakfast Links Pork Sausage,1.0,0
28847,15.79,43.86,7.02,5.26,0.42418,1393.0,1450.85,64.91,7,Buttermilk Mix,0.69,0
28848,32.14,46.43,0.0,3.57,0.4546600000000001,1795.0,2103.46,82.13999999999999,2,"Stern's Bakery, Chocolate Rugelach",1.0,1
28849,0.0,1.01,0.0,1.01,0.18034,21.0,34.34,2.02,1,Patriot Gels,1.0,0
28850,1.77,20.35,13.27,2.65,0.2921,444.0,460.03,24.77,6,"Rice Pudding With Cinnamon, Cinnamon",0.97,0
28851,1.33,21.24,14.16,1.77,0.33782,406.0,443.04,24.34,6,Tapioca Pudding,0.79,0
28852,2.21,22.12,19.47,2.65,0.36068,481.0,507.28,26.98,7,Caramel Flan,0.66,0
28853,2.65,18.58,16.81,1.77,0.28194,444.0,449.29999999999984,23.0,6,Mocha Coconut Flan,0.82,0
28854,2.26,15.48,14.84,1.29,0.18796,351.0,373.23,19.03,6,Creme Parfait,0.95,0
28855,0.0,1.01,0.0,1.01,0.12954000000000002,21.0,34.34,2.02,1,"Family Pack Gelatin, Orange, Lime, Strawberry",1.0,0
28856,0.0,1.01,0.0,1.01,0.12954000000000002,21.0,34.34,2.02,1,Gelatin Treats,1.0,0
28857,0.0,5.05,5.05,1.01,0.14224,105.0,103.02,6.06,1,"Fruit-N-Gel Family Pack, Orange,Strawberry",1.0,0
28858,1.01,16.16,16.16,2.02,0.0762,339.0,348.4500000000001,19.19,6,Gelatin Bits In Creamy Whipped Topping,0.97,0
28859,2.33,51.16,2.33,9.3,1.41732,1167.0,1118.69,62.78999999999999,2,"Piantedosi, Enriched Hearth Baked French Bread",0.61,0
28860,5.88,15.29,2.35,11.76,2.09296,690.0,689.17,32.93,2,Bite-Size Crab Cakes,0.95,0
28861,8.24,12.94,1.18,8.24,2.09296,690.0,681.4200000000002,29.42,2,Scallop & Bacon Cakes,0.84,1
28862,4.71,15.29,4.71,8.24,1.37414,590.0,583.7,28.24,7,Stuffed Crab,0.49,0
28863,5.88,15.29,2.35,11.76,2.09296,690.0,689.17,32.93,2,Crab Cakes,0.95,0
28866,10.0,6.67,0.0,0.0,2.71018,418.0,503.39,16.67,8,"Salamida, Original Spiedie Sauce Marinade",0.96,1
28867,16.67,3.33,0.0,0.0,3.21818,699.0,706.7400000000001,20.0,8,Original State Fair Chicken Bar-B-Que Sauce,0.98,0
28868,16.67,13.33,6.67,0.0,0.8458200000000001,0.0,876.7400000000001,30.0,9,"Salamida, Italiano Sub Sauce",1.0,1
28869,16.67,13.33,6.67,0.0,0.8458200000000001,280.0,876.7400000000001,30.0,9,"Sub Sauce, Honey Mustard",1.0,1
28873,16.9,42.25,19.72,4.23,0.41148,1414.0,1449.26,63.38,7,Chocolate Chip Muffin,1.0,0
28874,3.57,82.14,3.57,10.71,1.63322,1644.0,1717.68,96.42,10,Multi- Grain Pretzel Nuggets With Sesame Seeds,0.5,0
28875,3.33,70.0,3.33,10.0,6.43382,1393.0,1489.87,83.33,10,Original Fish Battre Mix,0.99,0
28876,4.7,58.1,49.2,3.1,0.230124,1242.0,1223.7,65.9,7,Gluten Free Christmas Pudding,0.94,1
28878,26.0,2.0,0.0,12.0,2.1844,1172.0,1252.0,40.0,8,German Brand Skinless Franks,1.0,0
28879,26.0,2.0,0.0,12.0,2.1844,1172.0,1252.0,40.0,8,Beef Franks,1.0,0
28881,26.0,2.0,0.0,12.0,2.1844,1172.0,1252.0,40.0,8,Beef Franks,1.0,0
28882,0.0,0.0,0.0,0.0,3.302,335.0,0.0,0.0,12,German Style  Mustard,1.0,0
28886,28.0,8.0,6.67,10.67,2.6416,1339.0,1409.39,46.67,8,Fully Cooked Natural Casing Snappy Griller,0.99,0
28887,0.0,28.57,0.0,0.0,66.04,598.0,485.69,28.57,3,"Herb Ox, Bouillon Cubes, Beef",1.0,1
28888,0.0,25.0,0.0,0.0,69.85,523.0,425.0,25.0,3,"Foods, Herb Ox, Bouillon Cubes, Chicken",1.0,1
28889,0.0,28.57,0.0,0.0,63.13678,598.0,485.69,28.57,3,"Herb Ox, Granulated Bouillon, Chicken",0.99,1
28890,0.0,25.0,0.0,0.0,66.04,523.0,425.0,25.0,3,"Herb Ox, Granulated Bouillon, Beef",1.0,1
28891,0.0,25.0,0.0,0.0,69.85,523.0,425.0,25.0,3,Granulated Bouillon,1.0,1
28892,0.0,50.0,25.0,25.0,0.0,1046.0,1275.0,75.0,9,"Herb Ox, Granulated Bouillon, Beef",1.0,1
28893,0.0,50.0,25.0,25.0,0.0,1046.0,1275.0,75.0,9,Granulated Bouillon,1.0,1
28894,37.5,0.0,0.0,33.33,5.60832,1916.0,2029.11,70.83,8,Bacon,0.71,1
28897,8.75,15.0,7.5,10.0,0.22352,732.0,766.25,33.75,7,Snack,0.97,0
28900,0.0,13.2,13.2,0.0,0.00508,218.0,224.4,13.2,1,"Chubby, Go Bananas Soda, Banana",1.0,0
28901,0.0,13.2,13.2,0.0,0.00508,218.0,224.4,13.2,1,"Chubby, Reggae Red Soda",1.0,0
28902,0.0,10.0,10.0,0.0,0.02032,167.0,170.0,10.0,1,"Chubby, Orange Soda, Orange",1.0,0
28903,0.0,11.2,11.2,0.0,0.01016,184.0,190.4,11.2,1,"Chubby, Rock N' Rolla Cola",1.0,0
28904,0.0,13.2,13.2,0.0,0.00508,218.0,224.4,13.2,1,"Chubby, Caffeine Free Tutti Frutti Soda, Tutti Frutti",1.0,0
28906,0.0,84.62,0.0,7.69,0.9779,1611.0,1569.27,92.31,10,Whole Grain Crispbread,0.95,0
28907,2.78,77.78,5.56,11.11,1.27,1628.0,1619.5500000000004,91.67,10,Crisp'N Light Wholesome Wheat Crackerbread,0.98,0
28908,5.26,78.95,0.0,10.53,1.0033,1761.0,1726.3,94.74,2,Flax Seed Crispbread,0.66,0
28909,24.24,60.61,15.15,9.09,0.76962,1904.0,2130.26,93.94,5,"Wasa, Sandwich, Chocolate",1.0,0
28910,26.67,56.67,3.33,10.0,1.27,1954.0,2173.52,93.34,5,Sandwich Bar,0.55,0
28911,26.67,56.67,3.33,10.0,1.27,1954.0,2173.52,93.34,5,Sandwich,0.55,0
28912,13.89,72.22,5.56,11.11,1.76276,1858.0,1958.32,97.22,5,Thins Flatbread,0.6,0
28913,8.33,72.22,5.56,11.11,2.82194,1628.0,1741.48,91.66,10,Thins Flatbread,0.84,0
28914,0.0,78.57,0.0,14.29,1.17856,1343.0,1578.62,92.86,2,Multi Grain Whole Grain Crispbread,0.99,0
28915,7.69,69.23,0.0,15.38,1.27,1611.0,1738.2800000000002,92.3,2,Sesame Crispbread,0.69,0
28916,0.0,83.33,0.0,11.11,0.98806,1393.0,1605.48,94.44,2,Light Rye Crispbredd,0.96,0
28917,0.0,81.82,0.0,9.09,1.03886,1331.0,1545.4699999999998,90.91,2,Whole Grain Crispbread,0.91,0
28918,5.0,70.0,0.0,15.0,1.27,1255.0,1640.0,90.0,2,Fiber Whole Grain Crispbread,0.99,1
28919,0.0,80.0,0.0,6.67,1.27,1674.0,1473.39,86.67,2,Hearty Made With 100% Whole Grain Crispbread,0.75,1
28920,2.78,77.78,5.56,11.11,1.27,1628.0,1619.5500000000004,91.67,10,Crackerbread,0.98,0
28921,0.0,9.58,9.58,0.0,0.00762,163.0,162.86,9.58,1,"Ginseng Up, American Classics Cream Soda",1.0,0
28922,0.0,11.83,11.83,0.0,0.00762,188.0,201.11,11.83,1,"American Classics, Root Beer Soda, Root Beer",1.0,0
28923,0.0,9.58,9.3,0.0,0.00762,163.0,162.86,9.58,1,Premium Ginseng Drink,1.0,0
28925,0.0,8.45,8.45,0.0,0.00762,155.0,143.64999999999995,8.45,1,"American Classics, Ginger Ale",1.0,0
28926,0.0,9.58,9.58,0.0,0.00762,163.0,162.86,9.58,1,Soda,1.0,0
28927,64.29,21.43,7.14,7.14,0.0,2987.0,2993.0000000000005,92.86,0,"Nature's Way, Organic Raw Coconut Whole Food",0.99,1
28934,0.0,25.0,0.0,0.0,0.0,523.0,425.0,25.0,12,"Alive!, Energy Max Water Enhancer, Orchard Peach",1.0,0
28935,0.0,25.0,0.0,0.0,0.0,523.0,425.0,25.0,12,Energy Water Enhancer,1.0,0
28936,0.0,25.0,0.0,0.0,0.0,523.0,425.0,25.0,12,"Nature's Way, Alive!, Energy Water Enhancer, Tropical Fusion",1.0,0
28937,0.0,25.0,0.0,0.0,0.0,523.0,425.0,25.0,12,"Nature's Way, Alive!, Energy Max Water Enhancer, Tropical Fusion",1.0,0
28938,0.0,25.0,0.0,0.0,0.0,523.0,425.0,25.0,12,"Nature's Way, Alive!, Energy Water Enhancer, Berry Blast",1.0,0
28939,0.0,25.0,0.0,0.0,0.0,523.0,425.0,25.0,12,"Nature's Way, Energy Max Water Enhances, Berry Blast",1.0,0
28942,0.0,12.71,11.86,0.0,0.07112,213.0,216.07,12.71,1,"Aloe Vera Inner Leaf Gel & Juice, Wild Berry",1.0,0
28948,19.3,29.3,1.3,9.2,0.88,1389.0,1407.2000000000005,57.8,2,Chili Beef Nachos,0.56,0
28949,4.55,69.7,6.06,15.15,3.23342,1523.0,1619.9,89.4,10,Italian Style Flavored Bread Crumbs,0.99,0
28950,2.42,10.48,6.45,1.61,0.9017,272.0,299.91,14.51,6,Marinara Spaghetti Sauce,0.99,0
28951,0.0,0.0,0.0,0.0,0.70612,234.0,0.0,0.0,12,Minced Clams,1.0,0
28952,0.0,4.62,0.77,1.54,0.82042,96.0,104.72,6.16,1,Artichoke Hearts,0.98,0
28953,0.0,18.18,9.09,6.06,0.15494000000000002,381.0,412.08,24.24,12,Tomato Paste 100% Tomatoes,1.0,0
28954,0.0,18.18,9.09,6.06,0.15494000000000002,381.0,412.08,24.24,12,Tomato Paste,1.0,0
28955,0.0,6.56,4.92,1.64,1.16586,138.0,139.4,8.2,12,Tomato Sauce,0.81,0
28956,0.0,4.13,3.31,1.65,0.46228,88.0,98.26,5.7799999999999985,1,Whole Peeled Tomatoes,1.0,0
28957,0.0,11.29,6.45,1.61,0.06096,201.0,219.3,12.9,1,Heavy Tomato Puree,0.99,0
28958,0.0,8.06,4.84,1.61,0.34798,167.0,164.39,9.67,1,Crushed Tomatoes,1.0,0
28961,10.71,7.14,0.0,0.0,0.86106,372.0,539.07,17.85,8,Quartered & Marinated Artichoke Hearts,0.88,1
28962,7.14,7.14,0.0,1.79,0.81534,372.0,430.27,16.07,7,Quartered & Marinated Artichoke Hearts,0.65,0
28963,0.0,6.67,0.0,0.0,2.032,138.0,113.39,6.67,12,Ground Hot Cherry Peppers,1.0,0
28964,0.0,6.67,0.0,0.0,2.032,138.0,113.39,6.67,12,Ground Hot Cherry Peppers,1.0,0
28965,0.0,6.45,0.0,3.23,3.3604199999999995,134.0,164.56,9.68,12,Imported Golden Pepperoncini,1.0,0
28966,21.43,3.57,0.0,25.0,1.81356,1343.0,1321.46,50.0,8,Shredded Pizza Cheese,1.0,0
28967,2.42,10.48,6.45,1.61,0.9017,272.0,299.91,14.51,6,"Olive Oil, Spaghetti Sauce",0.99,0
28968,10.71,7.14,0.0,0.0,5.443219999999998,448.0,539.07,17.85,9,Spanish Olives,1.0,1
28969,6.25,12.5,0.0,0.0,5.5575199999999985,259.0,456.25,18.75,9,Spanish Olives,0.89,1
28970,10.71,7.14,0.0,0.0,5.98678,598.0,539.07,17.85,9,Salad Olives,1.0,1
28971,8.82,5.88,0.0,0.0,6.12648,494.0,443.94,14.7,9,Spanish Olives (Stuffed Queens),0.99,1
28972,0.0,14.62,1.54,5.38,0.70358,356.0,340.0,20.0,12,Red Kidney Beans,1.0,0
28973,0.0,13.85,0.0,5.38,0.87884,322.0,326.91,19.23,12,Cannellini White Kidney Beans,0.99,0
28974,10.71,7.14,0.0,0.0,5.443219999999998,448.0,539.07,17.85,9,Spanish Olives (Stuffed Manzanilla),1.0,1
28976,0.0,17.86,10.71,0.0,2.72034,297.0,303.62,17.86,12,Pepper Steaks,1.0,0
28977,0.0,7.14,0.0,0.0,2.81178,151.0,121.38,7.14,12,Whole Hot Cherry Peppers,1.0,0
28978,0.0,7.14,0.0,0.0,2.81178,151.0,121.38,7.14,12,Mild Cherry Peppers,1.0,0
28980,0.77,15.38,0.0,5.38,0.6832600000000001,356.0,382.95,21.53,6,Garbanzos Chick Peas,0.94,0
28981,0.0,10.71,0.0,0.0,1.27,151.0,182.07,10.71,12,Marinated Mushrooms,1.0,0
28982,0.0,20.0,0.0,0.0,0.0,0.0,340.0,20.0,12,Ready To Use Chopped Garlic,1.0,1
28983,0.0,3.08,1.54,0.77,0.27432,79.0,65.45,3.85,1,Fire Roasted Peppers,1.0,0
28984,10.0,0.0,0.0,0.0,2.81178,418.0,390.0,10.0,8,Sliced Hot Cherry Peppers In Oil,0.96,1
28986,0.0,17.86,10.71,0.0,0.68072,297.0,303.62,17.86,12,Antipastro Peppers,0.99,0
28987,35.71,35.71,7.14,0.0,5.98678,1494.0,1999.76,71.42,9,Imported Oil Cured Olives,1.0,1
28988,0.0,3.85,3.85,0.0,2.34442,79.0,65.45,3.85,12,Sliced Hot Jalapeno Peppers,1.0,0
28989,0.0,16.15,0.0,6.15,0.8407399999999999,385.0,379.1,22.3,12,Black Beans,1.0,0
28990,40.0,6.67,6.67,6.67,2.54,1674.0,1786.7800000000002,53.34,8,Basil Pesto,0.99,0
28991,42.86,21.43,42.86,7.14,0.18034,2092.0,2157.23,71.42999999999998,9,Sun Dried Tomatoes In Oil,1.0,1
28992,1.54,21.54,0.77,10.77,0.381,611.0,609.33,33.849999999999994,7,Ready To Eat Lupini Beans,0.82,0
28993,5.83,5.0,0.83,6.67,1.2065,418.0,425.76,17.5,8,"Sun Of Italy, White Clam Sauce",0.73,0
28994,4.17,7.5,2.5,6.67,1.27,385.0,403.52,18.34,6,Red Clam Sauce,0.6,0
28995,21.43,3.57,0.0,25.0,1.81356,1343.0,1321.46,50.0,8,Shredded Pizza Cheese,1.0,0
